,x,y,z,s1,cs1,cs2_bottom,s2,cs2
3956603,37.031937,15.41332,-91.93958,1164.3452,1124.5538,5161.0854,17787.986,20106.86
3956627,46.085842,-16.546267,-53.202686,943.0896,1091.1501,6940.9956,27593.924,28329.607
3956684,48.63318,-14.407359,-16.528116,1210.2327,1476.4156,9048.808,36210.785,36442.15
3956771,-45.505356,-17.912743,-49.65624,601.2209,696.5856,2723.7734,10143.706,10988.19
3956773,38.701633,-28.12412,-110.00015,1071.9689,968.8873,4073.8752,14762.386,16660.496
3956797,14.005315,19.688019,-15.313185,1008.69684,1170.9127,7559.0054,31553.926,29900.68
3956832,59.133186,3.3839364,-44.769375,1376.7343,1644.6038,19975.385,68445.26,79832.27
3956886,13.726467,-15.55355,-48.656834,1240.8145,1375.5826,6273.9175,24640.152,25075.176
3957051,-21.786926,-25.716312,-39.25665,1313.6683,1503.4453,8283.085,34970.137,33862.78
3957105,-0.35091284,54.222218,-92.22127,1455.1437,1467.4056,11148.867,36255.89,44835.17
3957205,-14.235809,31.707619,-59.446236,1176.303,1300.3903,9743.297,38344.547,38589.164
3957214,46.8091,-29.51702,-37.04069,1048.1288,1258.4569,8863.112,33770.17,35653.793
3957216,-6.1182475,-40.528584,-132.9006,603.98334,449.21982,2008.5979,7687.755,7777.2114
3957250,9.115277,22.418863,-109.51334,1542.4419,1314.9285,6789.5586,25152.205,27267.139
3957263,-27.70446,20.906996,-44.208313,663.5803,762.60876,3150.8494,12824.945,12804.902
3957276,24.845121,-25.142132,-27.660553,1370.3077,1600.238,12722.043,57786.426,50897.285
3957288,-45.620796,35.914692,-64.91954,1346.1683,1548.0623,5488.435,19483.559,21831.805
3957357,2.8378458,-10.372879,-15.544845,26.541353,30.502184,553.8213,2626.8398,2248.4717
3957374,-33.198658,-20.284986,-38.404594,1243.2848,1439.2767,13886.073,61205.273,55959.812
3957422,47.16558,-4.9740014,-18.117336,1371.1403,1636.7375,13639.371,56557.09,54183.55
3957509,26.219023,-12.145671,-111.84318,456.17047,386.6341,1843.2524,7063.096,7583.3203
3957511,7.575045,-9.324689,-60.642536,757.036,808.19196,3337.0815,14504.398,12957.468
3957648,-40.645412,7.2822704,-45.85626,388.74835,448.27393,2302.3506,9434.469,9201.393
3957676,-43.286587,-25.950481,-31.194448,500.98737,604.56476,2026.1777,7324.926,8097.3784
3957708,57.587456,-10.8998575,-132.93996,713.4772,591.5214,1925.9749,6659.8022,7691.0674
3957769,-13.46739,39.17423,-39.69054,430.2153,505.80988,3615.7249,13123.873,14411.967
3957770,-14.074836,-34.23424,-58.385944,1156.4908,1275.8145,5147.6943,21143.203,21273.902
3957778,-36.874607,-26.792673,-16.421669,336.97842,404.93295,1451.6134,5958.612,5790.8936
3957790,-56.247997,-18.379154,-107.024284,1809.1798,1732.735,13717.6455,46645.29,54806.49
3957908,-1.5258121,-44.689785,-60.2156,246.64796,275.8325,1467.0582,5576.8223,6241.8477
3957917,24.629416,-7.7816076,-30.324104,1154.2097,1324.9386,7191.6597,28777.941,29224.922
3957935,1.4728999,27.900389,-65.69228,1020.96747,1090.2505,5764.928,21606.04,23340.373
3958056,-2.9850729,23.401785,-52.251274,594.4427,657.7624,2964.814,14366.6455,11994.1875
3958097,-9.453653,54.79481,-19.84203,464.06332,577.18353,2806.8289,9948.849,11050.82
3958225,-44.655872,34.257015,-90.504135,616.1457,639.74243,3970.547,14104.706,15850.912
3958257,33.768314,39.872868,-34.11099,1397.8376,1673.4796,5257.4385,19181.773,20993.191
3958268,-52.377937,-2.7751079,-44.864887,355.8601,421.44714,1966.5856,7391.611,7913.4326
3958359,-38.94443,34.40603,-43.54735,1352.6031,1634.0033,8698.834,30936.84,34364.1
3958362,52.708244,-2.7229345,-29.15426,952.2386,1151.5471,7727.5923,30175.818,30806.602
3958373,20.940361,-52.523655,-16.469595,182.0192,224.17471,1485.5889,5737.087,6013.7974
3958404,-38.000057,-0.6023236,-61.782883,940.5893,1029.2572,4482.1016,17270.803,17976.383
3958419,44.028214,-37.589584,-32.814583,1370.3928,1663.568,14203.102,54543.504,56513.65
3958422,33.894005,-22.019321,-74.04993,282.91864,299.4034,1424.5149,5494.0396,5946.79
3958477,17.5201,-3.18056,-133.87767,1061.4382,765.12335,4341.3403,18963.488,16996.795
3958555,-9.939073,-56.524136,-45.08588,1198.9869,1435.2917,7626.766,25264.57,29803.326
3958665,50.357185,-1.153019,-25.737276,1420.4745,1704.1746,13569.931,55161.19,54466.875
3958805,-2.3428085,-7.9066668,-106.481316,1467.9246,1248.7063,3448.2107,13540.826,13889.556
3958809,47.309162,-24.923384,-121.232155,244.04399,210.63951,1643.7589,5743.4717,6696.8965
3958909,-31.887247,47.003567,-38.15498,313.4323,383.56757,2309.9124,8026.6133,9203.628
3958973,-50.61163,23.330292,-76.59981,627.78577,690.2833,3376.791,12374.412,13292.231
3959091,14.466005,1.5397314,-43.21917,672.1152,749.2151,3952.1768,16548.707,15922.823
3959295,55.494728,15.388936,-17.325562,596.1553,730.6648,3206.6392,10887.788,12536.227
3959364,-16.001581,57.933163,-16.546476,1194.3313,1521.3789,11066.967,38931.387,44091.996
3959372,-42.620003,43.036396,-71.89762,1615.4747,1841.5867,10740.524,36767.465,42811.098
3959439,-47.59875,8.627282,-104.90195,1732.1674,1627.8997,10394.007,39279.176,41496.84
3959454,58.548885,-2.3174756,-94.91883,1361.0044,1361.8582,7575.3823,25809.873,30093.188
3959499,18.636545,-45.099274,-14.130787,680.9363,823.7709,5746.9854,23339.059,22921.629
3959693,23.959473,-36.580994,-94.568985,1585.8875,1546.858,8618.49,36243.39,35102.805
3959717,-41.097492,-16.190256,-128.72647,552.5033,433.1031,1692.0171,6178.43,7018.152
3959777,30.08412,9.329636,-125.814255,536.89996,414.49634,1895.7123,6297.5195,7980.8745
3959788,4.1748915,7.2309732,-19.79505,11.764915,13.524924,410.45047,1684.3124,1685.302
3959823,32.794407,-7.5669093,-57.358395,507.54486,562.50604,2119.5605,8917.603,8605.276
3959897,10.515746,-20.298483,-83.55811,1553.5391,1525.0372,6594.218,26772.65,26458.89
3960000,-6.7800183,-56.84172,-48.810867,1157.3214,1374.477,9159.941,28334.709,36469.12
3960021,-34.99608,21.214487,-55.96985,128.68408,145.23737,1033.2866,4498.0806,4462.7935
3960035,19.04366,-22.280432,-95.73295,615.3918,572.51764,2759.0498,11317.954,10921.858
3960125,34.412186,47.797916,-52.2508,570.3458,669.262,3295.1162,11505.235,13204.072
3960222,41.238155,20.317677,-105.49028,722.11017,659.55524,2305.753,7714.2383,9432.415
3960228,-42.830017,24.514423,-115.851326,241.58664,215.06215,1324.5591,4936.1133,5359.4375
3960238,26.861063,-6.9622335,-86.8268,1504.0775,1467.5668,10636.118,40461.77,41826.395
3960311,0.95316786,-52.487476,-25.749966,700.61206,860.98486,4213.284,16152.826,17169.283
3960408,-29.00694,-24.504156,-37.245216,791.4321,913.2898,4070.219,17457.277,16375.77
3960450,-43.904408,-13.706173,-52.0616,603.392,688.8366,3597.4067,14362.336,14581.149
3960471,13.275821,-1.1768483,-113.48896,745.6171,610.00934,4061.6072,16289.819,16252.222
3960628,5.735437,34.477432,-94.15946,636.6583,606.41516,2180.0813,7282.651,8402.635
3960635,-52.289856,13.990599,-62.84108,693.29486,793.64996,3925.96,15054.875,15371.708
3960678,24.156332,-48.410503,-82.62675,598.3628,629.47046,2885.1035,10485.765,11451.649
3960733,13.862155,13.846456,-49.025383,305.24994,337.7333,2208.9492,8838.199,8695.475
3960745,-43.672676,8.861083,-19.757925,919.6392,1105.3461,7777.5796,33118.004,31198.64
3960754,-19.23724,3.878962,-19.91034,33.0636,38.25715,754.63745,3363.0076,2919.6597
3960854,-16.071136,31.34717,-126.95933,543.7404,422.26218,1637.17,6074.8633,6521.3774
3960861,-18.497417,19.104002,-118.88538,43.165035,34.99941,573.0221,2005.4266,2161.4944
3960924,0.6383189,-1.2481928,-103.06325,1393.8875,1214.3293,3925.6511,14511.424,15587.218
3961000,-12.119394,-23.72674,-22.48263,886.30566,1028.2793,7866.1885,32758.773,30509.9
3961050,42.045616,-28.134708,-83.9239,525.2296,545.99664,2291.2087,8076.296,8995.84
3961062,29.587866,28.978323,-86.91064,225.18088,224.71317,1285.4636,4825.5654,5362.6973
3961089,1.154954,56.55241,-94.801994,1412.2109,1410.3341,8681.889,25915.09,34469.13
3961179,-36.36356,-47.560226,-32.06702,784.47174,958.67163,6366.3047,21197.666,25350.629
3961216,22.18499,11.561941,-45.098232,544.1544,609.2241,3985.5093,17841.354,16196.709
3961232,28.143364,-49.606052,-131.9259,1982.7596,1624.8514,12089.497,41598.39,49416.49
3961279,49.7443,-29.971344,-106.80545,1325.2295,1255.1353,5616.1084,19749.504,22779.137
3961341,27.257385,50.991535,-13.803209,152.47108,188.93585,1343.269,4668.248,5470.148
3961344,-37.418453,11.433228,-59.99501,968.4987,1077.2491,5584.875,23419.22,22424.326
3961438,-36.84283,21.608395,-95.34051,1493.5953,1456.1863,10254.97,38837.97,40472.203
3961471,22.74084,37.397686,-122.963196,1148.3303,928.95746,5684.853,18804.828,23005.209
3961474,53.175556,-7.286487,-126.33469,409.6262,343.95914,2026.7972,7437.2817,8120.6255
3961544,9.821212,51.1265,-130.7685,351.16235,283.25888,1705.2891,5853.7812,6774.3867
3961552,-4.3722825,33.77331,-44.56829,809.90533,928.7327,2973.845,10579.533,12144.037
3961773,39.2184,-30.559149,-132.376,1462.2501,1160.8934,5582.693,20106.375,22968.193
3961916,11.985773,13.263584,-45.36587,204.7323,228.08337,1097.5874,4569.756,4541.5815
3961930,-22.157465,-24.313173,-108.56389,852.22614,736.96924,4042.7002,15289.8955,16313.348
3962113,8.221391,-19.02176,-112.86438,750.8665,622.17175,2559.9558,10920.435,10080.037
3962136,-55.48544,16.110834,-88.11349,164.94304,175.46516,1451.3374,5221.288,5649.2144
3962262,18.659758,28.80574,-120.82952,1598.874,1281.4214,5781.6636,21443.938,23628.898
3962269,-26.547256,-36.82428,-131.03484,46.37415,35.176517,542.0042,1828.6207,2231.745
3962287,45.61242,6.758399,-52.135647,1223.4354,1394.6261,8262.991,32177.46,32989.37
3962393,16.441751,-57.50482,-41.047287,1272.7307,1559.1266,10778.09,34087.625,43029.734
3962491,-21.894053,38.026836,-26.513796,150.7243,181.29028,1380.2738,5299.3237,5523.1743
3962558,0.4634752,48.25262,-40.791195,1072.512,1274.0265,6010.8164,21045.107,24015.547
3962587,10.611251,1.1526556,-98.29377,1787.2611,1602.0298,9242.633,37891.117,37206.59
3962674,38.330475,28.248808,-35.975338,391.71912,462.15784,1931.7527,7191.541,7536.6426
3962737,23.02112,-33.779793,-51.868618,559.6158,636.0329,2666.8523,12119.901,10965.512
3962747,52.78459,-20.815067,-132.62758,1919.4318,1562.7712,11357.599,38319.867,44994.863
3962856,-22.33999,34.681084,-90.56907,1902.4911,1880.7649,10356.368,40031.043,42375.695
3962961,4.7774024,-16.744709,-82.5826,232.67288,228.64595,1610.4713,7204.932,6585.639
3963134,0.365585,15.675024,-59.54276,1061.8757,1142.1477,5770.092,23833.992,23244.475
3963159,11.360678,3.6049328,-64.23617,45.793533,48.31469,791.8323,3107.1694,2993.1624
3963178,7.2558327,0.6352326,-39.668938,86.75991,97.27339,1217.6532,5269.628,4810.792
3963239,-40.737156,-6.8455687,-51.66153,360.8443,410.66953,2094.6108,8126.3584,8576.599
3963241,-0.7272839,-31.030209,-34.95467,483.91006,554.6525,2784.1948,13193.346,11508.212
3963291,15.084021,38.670475,-91.86014,125.344986,122.46114,1108.1171,3820.0874,4535.388
3963396,27.356392,7.9699845,-65.25272,1241.8253,1323.9718,8694.734,37379.523,35490.266
3963413,-56.420315,-11.653724,-70.121025,466.10217,519.256,2236.6597,7828.7544,8953.365
3963417,39.501503,-19.692394,-72.16803,1362.0278,1465.3926,13736.318,48056.586,53777.312
3963453,-17.253746,-12.305746,-61.275757,122.94862,131.78308,967.1037,4304.3374,3931.3816
3963470,-6.7147512,12.1131,-123.055534,304.9075,232.46606,1285.2844,4789.4155,5136.943
3963532,-26.203213,-22.596737,-22.087822,1106.1642,1295.7745,11210.397,47114.902,44434.125
3963569,52.56443,6.8474646,-102.84772,1577.9799,1501.261,9413.127,32531.164,36897.57
3963714,33.059128,-25.690569,-47.699684,1165.0742,1340.1335,7799.361,30894.314,31065.494
3963802,-5.4112296,32.38217,-59.249,218.0638,240.49133,1570.4199,5135.3003,6093.698
3963803,-20.87446,6.24211,-70.50915,1216.2542,1266.8868,4176.41,16092.052,16937.285
3963835,-26.003143,33.00439,-79.93572,171.63063,179.54709,1232.6525,4666.913,4870.019
3963917,49.545483,26.288542,-58.93526,1620.9688,1854.0511,9839.592,32803.402,39268.535
3963958,-55.856888,-0.40183073,-52.37102,93.59183,109.31735,1087.058,3887.615,4238.5767
3963975,21.881865,33.556225,-16.388325,11.36581,13.431773,361.16962,1318.6826,1366.6655
3964023,26.712729,5.2525396,-120.50592,331.28967,263.69696,1745.0887,5752.313,6895.728
3964091,46.52266,35.230877,-64.47593,1471.0187,1677.2603,5992.0566,20404.488,24217.912
3964190,-14.379369,-51.001743,-79.5852,797.6802,841.21356,4241.8403,15286.945,16582.195
3964314,53.53922,21.90523,-112.592155,1368.127,1242.2544,10095.687,32942.434,40071.19
3964413,37.939495,44.59138,-35.84061,1062.8308,1288.6216,9032.205,31916.656,35654.324
3964476,22.644089,-31.862604,-114.231255,279.88245,239.334,1239.1215,4827.183,4864.288
3964482,-11.282774,-10.735278,-45.8676,429.8274,476.63513,2361.1829,10911.058,9589.26
3964501,-39.875576,15.239586,-31.007542,357.0091,427.18246,1916.1459,7828.602,7427.155
3964506,-10.06966,24.67559,-35.270504,1522.6467,1752.0544,14240.004,58161.367,57320.297
3964657,38.053608,-0.8724377,-129.37381,516.1692,395.60272,1294.5061,4982.84,5511.9043
3964683,39.25938,14.462708,-121.6705,764.6322,622.8198,2799.3965,9736.421,11090.636
3964740,2.0758252,-38.278305,-127.40078,585.9574,455.84573,1904.6055,6196.791,7864.1772
3964831,15.736286,15.774688,-66.86388,1012.6903,1062.5504,7771.406,33108.812,30776.043
3964837,32.32452,-31.97437,-90.942474,312.50494,309.23962,1904.712,7689.5044,7823.4673
3964924,-3.5459452,50.63461,-30.065174,525.6285,638.632,3427.5266,12224.305,13462.493
3965050,-36.58305,26.263334,-42.380817,1092.6786,1290.4955,8604.177,34273.996,34772.246
3965088,-6.550153,11.314962,-52.82813,999.36884,1091.4493,7214.711,29856.168,28999.781
3965112,-9.625513,-3.8566005,-16.880602,1268.334,1457.3569,8746.1045,39816.984,34818.094
3965189,23.343172,14.191988,-58.20363,74.507484,81.23732,925.8925,3878.1387,3910.7324
3965274,-24.053232,-13.277045,-28.334002,952.98425,1100.0391,5960.2656,30329.197,24823.256
3965284,-29.363672,30.528202,-42.886597,1369.7106,1607.2141,19844.477,73546.016,79711.305
3965300,40.764103,29.311258,-33.79259,1082.7378,1291.6464,10414.812,33807.668,41629.59
3965315,-13.480994,9.050367,-42.171635,662.92426,744.5165,2873.0078,11745.652,11463.527
3965324,24.215508,-6.956095,-93.958244,1042.2667,978.15283,3746.9424,13361.189,14876.583
3965332,42.90234,-17.193798,-85.80161,362.2418,367.96173,2244.827,8095.7905,8817.775
3965334,33.085003,-34.06361,-22.836262,453.39578,541.7588,2743.0032,12115.246,11143.208
3965434,-13.823262,37.44358,-93.29195,391.16275,381.0738,1895.9888,6878.7886,7865.9536
3965442,-30.45349,-52.461964,-117.00881,1761.584,1573.2301,8684.354,25851.877,34432.42
3965499,-20.894518,-32.894875,-105.51613,926.6334,827.68494,2939.7021,10172.339,11761.72
3965507,-50.770603,23.034088,-76.92016,1523.7668,1674.8514,9147.68,33607.492,35986.734
3965519,59.85524,6.576384,-131.25151,1486.0189,1248.5889,5556.072,18207.047,22835.885
3965593,1.8638098,-6.949012,-93.43849,1632.0244,1508.1995,9338.113,39711.82,37795.277
3965669,28.59195,42.45556,-56.054764,1055.4594,1208.8842,6292.1685,21617.764,24493.76
3965747,57.35481,-4.7478275,-88.87833,315.64874,324.7824,1505.9993,5447.284,6202.9956
3966023,43.9939,30.719715,-76.21843,970.6641,1046.2247,7331.8115,24178.72,29649.594
3966025,4.237643,18.646265,-100.61732,1939.8407,1736.0751,11011.308,42701.99,45140.25
3966082,35.868103,-13.352265,-50.371265,947.4032,1070.3646,6051.371,23599.498,23828.521
3966126,8.27069,-37.72113,-103.60865,102.41576,93.12415,683.06665,2679.2534,2914.3948
3966214,-8.469073,51.665966,-34.728073,569.36584,695.1597,3796.079,13916.955,14859.882
3966235,57.31065,-16.628632,-40.64971,436.87286,543.1029,2656.0305,9595.73,10242.677
3966238,48.65462,19.065998,-20.071732,954.59656,1157.1404,10136.463,37295.492,39967.715
3966241,30.713556,-17.18123,-20.780819,1180.5824,1386.5901,8512.355,34321.97,33986.293
3966326,31.878899,40.833706,-63.165283,690.78876,776.1212,3160.9226,11124.436,12592.364
3966336,-36.36955,19.283102,-122.18498,2048.523,1687.6295,11368.736,44198.508,46636.004
3966354,15.624389,6.0339236,-88.57991,1714.771,1637.5505,13184.135,56956.566,52986.7
3966366,0.33153653,37.494606,-81.76261,1705.8577,1742.2253,12966.833,49137.906,52625.492
3966403,28.9701,-24.32384,-114.41182,58.75841,49.940937,644.3937,2478.59,2604.5059
3966417,-9.299492,11.880831,-99.9085,345.4646,309.88058,1747.4957,6743.8477,6655.4175
3966622,-0.37823236,-4.9944687,-91.11339,111.304115,103.90032,762.6972,3090.7463,2987.3677
3966649,-7.206491,24.763586,-64.98468,746.01886,799.13525,3418.3474,13525.544,14011.981
3966692,-3.3802195,32.26455,-68.62907,1540.0156,1640.9308,10342.983,41012.027,41196.68
3966697,-47.41261,32.701836,-49.514286,237.34253,284.30457,1561.1399,5749.1265,6387.044
3966790,49.88786,-0.18484849,-104.35938,1623.684,1518.1971,7196.074,26511.285,28649.36
3966868,-47.584057,-33.34988,-55.30133,772.6406,909.7332,4216.664,13702.043,17142.258
3966970,-18.93999,-44.50929,-91.64029,1066.0261,1048.0771,7243.72,24981.287,28961.734
3966978,1.6494211,35.570286,-124.257706,1788.0728,1409.6511,9403.871,36816.105,37427.156
3966984,2.025045,4.419812,-82.88426,1169.5354,1140.1531,6269.3604,26075.975,25840.201
3967003,-23.28017,-18.873144,-99.08089,1113.6874,1018.9195,4299.57,17506.838,17544.762
3967006,-32.9371,4.602021,-82.6931,344.25558,347.39835,1633.2048,6357.1826,6538.5938
3967027,1.9942297,-31.24903,-24.034386,722.28265,836.0089,3137.0684,14076.731,12554.886
3967199,-11.387325,49.08315,-112.31473,408.16223,367.47937,1923.5779,6284.159,7806.766
3967385,-40.49312,-36.05133,-96.309,1306.867,1282.9097,7894.1714,28799.03,31221.19
3967398,-29.1925,-38.316795,-78.71857,219.65526,229.72858,1280.3151,4326.517,5292.9062
3967421,-47.729614,8.8499775,-98.751755,711.5403,690.26825,2870.49,10648.587,11164.428
3967467,-27.617592,-49.289085,-28.360327,26.688633,32.436005,499.58853,1664.8994,1956.1735
3967501,-6.1866546,-19.063116,-104.69169,1337.6179,1157.4332,4903.32,19519.006,19095.285
3967578,-11.695143,16.950056,-54.98361,1429.1117,1562.7805,17644.154,80025.375,70902.64
3967587,-30.316721,9.317141,-122.00213,1752.7551,1396.3114,8420.872,32072.746,34731.785
3967652,37.170273,-29.01101,-89.785995,642.89825,641.45685,2074.9946,7743.1846,8337.056
3967661,24.655342,1.5480227,-65.45772,57.14901,60.738506,601.481,2305.2993,2420.151
3967666,29.84696,33.074646,-14.801602,531.86865,633.38794,2469.5059,10335.982,10416.736
3967730,51.823704,31.253141,-97.40979,364.30283,366.967,1451.479,4332.7617,5447.2485
3967770,40.7827,39.755123,-83.512215,738.6264,775.6055,2026.192,6866.9736,8078.792
3967854,53.4453,-16.567678,-34.214195,1073.2671,1311.5349,11452.526,42779.6,45338.06
3967910,37.33568,-30.777422,-98.48452,1843.0306,1770.6488,12375.887,46232.508,49322.15
3967940,-0.87779206,-46.629387,-58.634277,603.3966,678.07935,3243.3513,12834.238,13545.44
3968009,14.704948,-14.282853,-107.20282,1754.7795,1511.1663,11611.352,40040.37,46258.258
3968037,26.035315,45.207066,-40.523083,236.77933,282.06927,1547.6895,5600.5757,6238.212
3968043,-18.911179,-8.556836,-128.89827,904.8938,659.8181,2280.3232,9378.02,8924.564
3968044,41.779,-36.06356,-64.43233,1005.16895,1129.7306,3598.3115,13554.6875,13881.74
3968220,24.759272,-21.392336,-62.439995,341.3018,371.46,2224.4033,9258.66,9039.169
3968331,33.368713,31.61897,-115.691284,96.53146,82.90055,824.83734,2882.3953,3247.8506
3968358,-1.1755241,-26.775465,-16.333784,1462.0038,1698.1088,5117.933,21360.705,20051.996
3968507,-31.259443,30.587172,-31.846094,952.7765,1146.8615,8493.312,31467.697,33667.824
3968549,-40.17684,10.375416,-38.209995,873.0308,1025.074,7264.1304,31268.277,29798.611
3968770,35.488716,44.509132,-19.305878,1094.7173,1338.6161,11029.98,40128.28,44050.29
3968879,-30.637402,-33.070625,-110.521996,2048.106,1808.8909,8322.265,27846.088,32771.617
3968957,34.758038,20.701927,-16.952152,1366.059,1615.177,8840.629,32100.104,35657.805
3969141,17.732346,42.79364,-133.72641,558.7125,420.14868,2355.2812,7710.9614,9581.249
3969145,28.116,49.464195,-110.0501,211.43903,194.1462,1549.192,5082.2505,6204.256
3969176,-16.870592,-39.672497,-32.82066,607.54236,715.79175,3607.8323,14386.234,14990.204
3969210,28.019493,-27.744251,-23.702084,964.74133,1133.7094,3573.366,16122.901,14566.13
3969253,19.19014,5.2127156,-123.7144,390.48782,299.34683,1594.3121,6248.981,6163.783
3969279,39.630325,21.635403,-34.865772,643.6535,756.73566,2915.45,10656.033,12035.659
3969302,-14.81046,-44.256535,-30.570005,306.2778,362.7834,1884.7788,7492.64,7712.037
3969395,3.0190563,31.146431,-122.617325,1097.3584,854.0895,4918.0815,16738.438,19366.465
3969451,25.423244,50.84708,-114.73049,1013.33374,904.22,4861.741,15861.6045,19484.393
3969460,-45.50602,-28.61653,-61.322464,797.87054,907.3159,4382.578,16127.576,18269.354
3969553,-26.15633,-41.903667,-133.44357,1044.3811,788.6825,4955.639,16333.77,19623.594
3969633,17.376345,-34.800976,-126.38599,438.5248,344.36502,1719.7587,6641.893,6705.3276
3969728,1.7333049,43.757977,-38.083973,662.19354,783.28406,3728.5989,13452.663,14990.655
3969767,12.673314,25.410421,-47.049187,1553.0251,1745.4034,11654.294,44486.05,46813.816
3970159,-6.2365484,35.257313,-36.78743,142.07607,165.58327,1544.8899,5118.796,5790.274
3970247,-25.517546,-17.224535,-129.41492,1469.3738,1094.8771,12006.714,44454.215,47577.938
3970264,-2.0781038,8.347419,-48.427334,624.78503,689.0383,3434.4084,13586.988,13617.697
3970275,-25.833952,-21.178423,-50.732662,219.8229,246.40619,1599.122,6693.442,6652.1274
3970324,-24.002829,1.4471818,-47.177704,853.37213,952.29663,4428.7427,17604.22,18050.135
3970329,47.42656,32.230564,-72.761894,124.97033,137.89198,1364.3975,4506.502,5537.9224
3970362,-54.25805,11.666425,-83.145485,1609.1711,1712.9115,7613.931,27836.938,30445.113
3970427,-16.83822,38.748096,-92.419716,1383.5568,1370.7269,16025.335,56460.09,65255.68
3970451,-25.160889,-17.74632,-112.240005,1887.0037,1588.5968,17376.742,68963.05,70388.41
3970567,15.415138,-7.607982,-102.06877,1025.368,911.61584,3841.6946,13103.797,15322.717
3970578,43.247963,4.6652703,-115.96419,1840.3932,1576.4493,9334.906,33638.336,37371.08
3970662,33.893143,-17.289568,-75.42767,795.816,834.93225,3811.1914,14480.347,15384.841
3970676,24.962437,38.84572,-92.95756,649.6392,634.60504,2563.6199,8479.152,10278.905
3970867,35.89784,-1.9941217,-30.351238,58.06403,67.67908,765.8636,3003.968,2914.5466
3970869,50.184742,15.521538,-43.198917,1420.2799,1680.1443,10838.208,38261.82,43310.133
3971022,29.567884,-9.494413,-116.63392,201.44264,165.0938,1177.584,4305.2236,4771.606
3971044,-32.09533,-13.803839,-50.9735,1281.8965,1444.4655,8492.704,32156.926,34713.605
3971126,-28.900875,-20.962332,-35.900143,36.863575,42.69373,363.37714,1659.2914,1523.7299
3971272,-28.684105,25.915133,-15.407145,187.67862,225.18343,1470.8042,5917.788,6048.3325
3971398,11.265022,22.617584,-119.27378,1012.2484,805.2235,3292.0583,11997.344,13217.567
3971483,-50.904118,-26.9409,-127.63291,955.6446,801.7401,3083.2942,10448.607,12889.91
3971563,6.7524,57.900337,-43.77915,930.0913,1135.1567,7161.9585,23921.89,28195.635
3971669,4.333203,47.24416,-116.17404,1376.5713,1188.4258,7701.1543,29824.96,31001.484
3971753,-37.128597,32.02772,-41.479355,1219.5426,1456.9001,8144.4487,30370.203,33200.953
3971757,-42.050335,-1.7615548,-74.593506,1639.5424,1744.1517,14086.836,53806.32,57021.52
3971779,27.447374,40.62749,-68.81017,892.2336,971.3727,4993.1846,17727.305,20518.143
3971791,-59.488117,-7.024841,-42.873367,263.20795,317.4616,2144.5332,7656.786,8447.615
3971800,-24.542015,-13.789529,-128.05222,1279.3296,966.4157,4911.0967,20749.111,19680.986
3971855,-15.2727995,6.7907705,-133.57379,1237.5996,879.1395,3858.6436,13969.117,15122.699
3971866,27.860237,52.19067,-84.31229,220.7508,232.99449,1432.0809,4507.795,5693.669
3971892,-33.8636,42.79797,-91.17562,1054.3884,1089.1118,7097.2036,24726.105,28363.186
3971899,-26.954163,43.834072,-103.88661,827.9063,797.3129,4921.693,16374.654,19735.188
3971900,55.022446,-12.1864195,-95.52964,677.7222,678.2708,3601.7378,13473.117,14646.478
3972011,-56.428875,-18.507057,-108.971115,1966.82,1863.8103,8723.543,30490.83,36096.645
3972093,-29.553371,-19.809336,-86.38852,1588.4723,1582.6198,9969.966,43140.336,40053.953
3972182,-45.66872,12.279517,-113.43557,1969.7467,1744.0085,12552.176,48435.45,50851.465
3972230,11.67341,11.370377,-50.59759,582.87213,640.3806,2828.4812,11334.04,11029.178
3972289,-32.237823,-46.146717,-93.28871,324.34402,322.82257,1808.6793,5577.807,6684.1235
3972357,-34.996227,30.253319,-113.7402,1716.7284,1516.5918,9463.348,31735.352,37495.89
3972428,-37.34823,-32.388664,-24.30567,714.64343,862.8562,4595.2617,18363.285,17870.658
3972461,30.82965,-42.610435,-29.86436,204.70583,248.14407,1330.5039,5495.3213,5195.6387
3972500,33.512424,18.834253,-129.9325,1501.489,1141.1852,9492.662,28503.227,36905.6
3972537,26.730242,-29.379196,-72.363106,1361.1772,1443.9299,7420.498,32797.832,30620.2
3972557,-33.884426,26.064146,-32.32622,228.12564,272.44586,1206.2606,5187.916,5097.9243
3972558,-37.49311,34.201466,-121.39402,1045.5785,910.8808,4053.203,13991.202,16808.404
3972651,37.575863,-26.76769,-51.44998,1206.7052,1385.9615,8312.467,30863.523,32394.09
3972725,-40.484596,-27.061762,-32.63274,251.12256,300.432,1247.9288,4305.073,5026.0225
3972793,7.887685,-47.923347,-73.94976,488.90747,525.3358,2030.1986,7870.7935,8364.217
3972829,35.114216,-29.86885,-38.187244,403.82336,474.19336,2608.0679,11078.323,10691.385
3972918,25.051008,-37.69162,-98.98092,1646.1006,1571.3861,16327.289,68418.12,66823.75
3972983,-3.4182072,15.818187,-99.14919,1736.387,1569.1914,13195.986,52575.17,51985.47
3972999,13.273208,49.869957,-118.05142,1920.7523,1678.2267,16128.651,50767.17,65038.098
3973022,34.47403,-19.675755,-79.05492,1718.8396,1785.5188,12480.658,46126.08,50339.773
3973048,24.833117,53.34174,-88.21858,355.11066,367.4816,2517.1804,8410.407,10203.257
3973050,-21.2916,34.705708,-81.70794,1124.8563,1158.8195,6980.61,26941.191,28257.373
